303#6 1st,10.119.162.59,,,,,,,
303#7 1st,10.119.162.60,,,,,,,
303#8 1st,,,,,,,,
303#9 1st,10.119.162.63,,,,,,,
303#10 1st,10.119.162.65,,,,,,,
303#11 1st,10.119.162.66,,,,,,,
303#12 1st,,,,,,,,
303#13 1st,,,,,,,,
303#1 2nd,10.119.162.37,,,,,,,
303#2 2nd,10.119.162.39,,,,,,,
303#3 2nd,10.119.162.40,,,,,,,
303#4 2nd,10.119.162.49,,,,,,,
303#5 2nd,10.119.162.55,,,,,,,
303#6 2nd,10.119.162.59,,,,,,,
303#7 2nd,10.119.162.60,,,,,,,
303#8 2nd,10.119.162.189,,,,,,,
303#9 2nd,10.119.162.63,,,,,,,
303#10 2nd,10.119.162.65,,,,,,,
303#11 2nd,10.119.162.66,,,,,,,
304#1 1st,10.119.212.215,,,,,,,
304#2 1st,10.119.212.216,,,,,,,
304#3 1st,10.119.212.217,,,,,,,
304#4 1st,10.119.212.218,,,,,,,
304#5 1st,10.119.212.219,,,,,,,
304#6 1st,10.119.212.220,,,,,,,
304#7 1st,10.119.212.221,,,,,,,
304#8 1st,10.119.212.222,,,,,,,
304#9 1st,10.119.212.223,,,,,,,
304#10 1st,10.119.212.224,,,,,,,
304#11 1st,10.119.212.225,,,,,,,
304#12 1st,10.119.212.226,,,,,,,
304#13 1st,10.119.212.227,,,,,,,
304#1 2nd,10.119.212.228,,,,,,,
304#2 2nd,10.119.212.229,,,,,,,
304#3 2nd,10.119.212.230,,,,,,,
304#4 2nd,10.119.212.231,,,,,,,
304#5 2nd,10.119.212.232,,,,,,,
304#6 2nd,10.119.212.233,,,,,,,
304#7 2nd,10.119.212.254,,,,,,,
304#8 2nd,10.119.212.234,,,,,,,
304#9 2nd,10.119.212.27,,,,,,,
304#10 2nd,10.119.212.235,,,,,,,
304#11 2nd,10.119.212.28,,,,,,,
305#1 1st,10.119.212.156,,,,,,,
305#2 1st,10.119.212.175,,,,,,,
305#3 1st,10.119.212.157,,,,,,,
305#4 1st,10.119.212.158,,,,,,,
305#5 1st,10.119.212.159,,,,,,,
305#6 1st,10.119.212.160,,,,,,,
305#7 1st,10.119.212.161,,,,,,,
305#8 1st,10.119.212.176,,,,,,,
305#9 1st,10.119.212.162,,,,,,,
305#10 1st,10.119.212.163,,,,,,,
305#11 1st,10.119.212.164,,,,,,,
305#12 1st,10.119.212.165,,,,,,,
305#13 1st,10.119.212.166,,,,,,,
305#1 2nd,10.119.212.167,,,,,,,
305#2 2nd,10.119.212.168,,,,,,,
305#3 2nd,10.119.212.169,,,,,,,
305#4 2nd,10.119.212.170,,,,,,,
305#5 2nd,10.119.212.177,,,,,,,
305#6 2nd,10.119.212.178,,,,,,,
305#7 2nd,10.119.212.171,,,,,,,
305#8 2nd,10.119.212.172,,,,,,,
305#9 2nd,10.119.212.173,,,,,,,
305#10 2nd,10.119.212.179,,,,,,,
305#11 2nd,10.119.212.174,,,,,,,
306#1 1st,10.119.161.108,,,,,,,
306#2 1st,10.119.161.98,,,,,,,
306#3 1st,10.119.161.154,,,,,,,
306#4 1st,10.119.161.96,,,,,,,
306#5 1st,10.119.161.95,,,,,,,
306#6 1st,10.119.161.191,,,,,,,
306#7 1st,10.119.161.89,,,,,,,
306#8 1st,10.119.161.88,,,,,,,
306#9 1st,10.119.161.97,,,,,,,
306#10 1st,10.119.161.86,,,,,,,
306#11 1st,10.119.162.43,,,,,,,
306#1 2nd,10.119.133.44,,,,,,,
306#2 2nd,10.119.133.45,,,,,,,
306#3 2nd,10.119.133.46,,,,,,,
306#4 2nd,10.119.133.50,,,,,,,
306#5 2nd,10.119.133.48,,,,,,,
306#6 2nd,10.119.133.49,,,,,,,
306#7 2nd,10.119.133.47,,,,,,,
306#8 2nd,10.119.133.51,,,,,,,
306#9 2nd,10.119.133.52,,,,,,,
306#10 2nd,10.119.133.53,,,,,,,
306#11 2nd,10.119.133.54,,,,,,,
401#1 1st,10.121.41.195,,,,,,,
401#2 1st,10.121.41.154,,,,,,,
401#3 1st,10.121.41.155,,,,,,,
401#4 1st,10.121.41.196,,,,,,,
401#5 1st,10.121.41.157,,,,,,,
401#6 1st,10.121.41.158,,,,,,,
401#7 1st,10.121.41.197,,,,,,,
401#8 1st,10.121.41.37,,,,,,,
401#9 1st,10.121.41.161,,,,,,,
401#10 1st,10.121.41.162,,,,,,,
401#11 1st,10.121.41.163,,,,,,,
401#12 1st,10.121.41.164,,,,,,,
402#1,10.121.42.161,,,,,,,
402#10,10.121.42.166,,,,,,,
402#11,10.121.42.167,,,,,,,
402#12,10.121.42.168,,,,,,,
402#1 1st,10.121.42.161,,,,,,,
402#2 1st,10.121.42.162,,,,,,,
402#3 1st,10.121.42.163,,,,,,,
402#4 1st,10.121.42.164,,,,,,,
402#5 1st,10.121.42.203,,,,,,,
402#6 1st,10.121.42.97,,,,,,,
402#7 1st,10.121.42.201,,,,,,,
402#8 1st,10.121.42.202,,,,,,,
402#9 1st,10.121.42.165,,,,,,,
402#10 1st,10.121.42.166,,,,,,,
402#11 1st,10.121.42.167,,,,,,,
402#12 1st,10.121.42.168,,,,,,,
402#1 2nd,10.121.41.139,,,,,,,
402#2 2nd,10.121.42.171,,,,,,,
402#3 2nd,10.121.42.175,,,,,,,
402#4 2nd,10.121.42.206,,,,,,,
402#5 2nd,10.121.42.207,,,,,,,
402#6 2nd,10.121.42.208,,,,,,,
402#7 2nd,10.121.43.51,,,,,,,
402#8 2nd,10.121.43.76,,,,,,,
402#9 2nd,10.121.43.97,,,,,,,
402#10 2nd,10.121.43.198,,,,,,,
402#11 2nd,10.121.8.38,,,,,,,
402#12 2nd,10.121.44.71,,,,,,,
403#1 1st,10.121.42.71,,,,,,,
403#2 1st,10.121.42.72,,,,,,,
403#3 1st,10.121.42.73,,,,,,,
403#4 1st,10.121.42.74,,,,,,,
403#5 1st,10.121.42.75,,,,,,,
403#6 1st,10.121.42.76,,,,,,,
403#7 1st,10.121.42.77,,,,,,,
403#8 1st,10.121.42.78,,,,,,,
403#9 1st,10.121.42.79,,,,,,,
403#10 1st,10.121.42.80,,,,,,,
403#11 1st,10.121.42.81,,,,,,,
403#12 1st,10.121.42.82,,,,,,,
404#1 1st,10.121.43.77,,,,,,,
404#2 1st,10.121.43.78,,,,,,,
404#3 1st,10.121.43.79,,,,,,,
404#4 1st,10.121.43.80,,,,,,,
404#5 1st,10.121.43.81,,,,,,,
404#6 2nd,10.121.43.82,,,,,,,
404#7 2nd,10.121.43.83,,,,,,,
404#8 2nd,10.121.43.84,,,,,,,
404#9 2nd,10.121.43.85,,,,,,,
404#10 2nd,10.121.43.86,,,,,,,
404#11 2nd,10.121.43.87,,,,,,,
404#12 2nd,10.121.43.88,,,,,,,
405#1 1st,10.121.41.73,,,,,,,
405#2 1st,10.121.41.74,,,,,,,
405#3 1st,10.121.41.75,,,,,,,
405#4 1st,10.121.41.76,,,,,,,
405#5 1st,10.121.41.77,,,,,,,
405#6 1st,10.121.41.78,,,,,,,
405#7 1st,10.121.41.79,,,,,,,
405#8 1st,10.121.41.80,,,,,,,
405#9 1st,10.121.41.81,,,,,,,
405#10 1st,10.121.41.82,,,,,,,
405#11 1st,10.121.41.83,,,,,,,
405#12 1st,10.121.41.108,,,,,,,
405#1 2nd,10.121.43.37 ,,,,,,,
405#2 2nd,10.121.44.236,,,,,,,
405#3 2nd,10.121.43.45,,,,,,,
405#4 2nd,10.121.43.47 ,,,,,,,
405#5 2nd,10.121.43.48 ,,,,,,,
405#6 2nd,10.121.43.49 ,,,,,,,
405#7 2nd,10.121.43.50,,,,,,,
405#8 2nd,10.121.43.53 ,,,,,,,
405#9 2nd,10.121.43.54 ,,,,,,,
405#10 2nd,10.121.43.55 ,,,,,,,
405#11 2nd,10.121.43.56 ,,,,,,,
405#12 2nd,10.121.43.62 ,,,,,,,
406#1 1st,10.121.43.144,,,,,,,
406#2 1st,10.121.43.145,,,,,,,
406#3 1st,10.121.43.148,,,,,,,
406#4 1st,10.121.43.157,,,,,,,
406#5 1st,10.121.43.158,,,,,,,
406#6 1st,10.121.43.164,,,,,,,
406#7 1st,10.121.43.166,,,,,,,
406#8 1st,10.121.43.168,,,,,,,
406#9 1st,10.121.43.169,,,,,,,
406#10 1st,10.121.43.170,,,,,,,
406#11 1st,10.121.43.171,,,,,,,
406#12 1st,10.121.43.192,,,,,,,
406#1 2nd,10.121.41.39,,,,,,,
406#2 2nd,10.121.44.38,,,,,,,
406#3 2nd,10.121.44.39,,,,,,,
406#4 2nd,10.121.44.42,,,,,,,
406#5 2nd,10.121.44.44,,,,,,,
406#6 2nd,10.121.44.45,,,,,,,
406#7 2nd,10.121.44.51,,,,,,,
406#8 2nd,10.121.44.74,,,,,,,
406#9 2nd,10.121.44.75,,,,,,,
406#10 2nd,10.121.44.77,,,,,,,
406#11 2nd,10.121.44.82,,,,,,,
406#12 2nd,10.121.44.83,,,,,,,
501#1,10.121.51.198,,,,,,,
501#2,10.121.51.199,,,,,,,
501#5,10.121.51.200,,,,,,,
501#6,10.121.51.201,,,,,,,
501#9,10.121.51.202,,,,,,,
501#10,10.121.51.203,,,,,,,
501#12,10.121.51.204,,,,,,,
501#11,10.121.51.205,,,,,,,
501#8,10.121.51.206,,,,,,,
501#7,10.121.51.207,,,,,,,
501#4,10.121.51.208,,,,,,,
501#3,10.121.51.209,,,,,,,
502#1,10.121.51.212,,,,,,,
502#2,10.121.51.213,,,,,,,
502#5,10.121.51.216,,,,,,,
502#6,10.121.51.217,,,,,,,
502#9,10.121.51.220,,,,,,,
502#10,10.121.51.221,,,,,,,
502#12,10.121.51.223,,,,,,,
502#11,10.121.51.222,,,,,,,
502#8,10.121.51.219,,,,,,,
502#7,10.121.51.218,,,,,,,
502#4,10.121.51.215,,,,,,,
502#3,10.121.51.214,,,,,,,
503#1,10.121.52.178,,,,,,,
503#2,10.121.52.179,,,,,,,
503#5,10.121.52.182,,,,,,,
503#6,10.121.52.183,,,,,,,
503#9,10.121.52.186,,,,,,,
503#10,10.121.52.187,,,,,,,
503#12,10.121.52.189,,,,,,,
503#11,10.121.52.188,,,,,,,
503#8,10.121.52.185,,,,,,,
503#7,10.121.52.184,,,,,,,
503#4,10.121.52.181,,,,,,,
503#3,10.121.52.180,,,,,,,
504#1,10.121.52.208,,,,,,,
504#2,10.121.52.209,,,,,,,
504#3,10.121.52.140,,,,,,,
504#4,10.121.52.141,,,,,,,
504#5,10.121.52.210,,,,,,,
504#6,10.121.52.211,,,,,,,
504#7,10.121.52.142,,,,,,,
504#8,10.121.53.200,,,,,,,
504#9,10.121.52.152,,,,,,,
504#10,10.121.52.213,,,,,,,
504#11,10.121.52.143,,,,,,,
504#12,10.121.53.201,,,,,,,
505#1 1st,10.121.56.120,,,,,,,
505#2 1st,10.121.56.118,,,,,,,
505#3 1st,10.121.56.119,,,,,,,
505#4 1st,10.121.56.117,,,,,,,
505#5 1st,10.121.56.116,,,,,,,
505#6 1st,10.121.56.114,,,,,,,
505#7 1st,10.121.56.115,,,,,,,
505#8 1st,10.121.56.113,,,,,,,
505#9 1st,10.121.56.112,,,,,,,
505#10 1st,10.121.56.110,,,,,,,
505#11 1st,10.121.56.111,,,,,,,
505#12 1st,10.121.56.109,,,,,,,
505#1 2nd,10.121.56.125,,,,,,,
505#2 2nd,10.121.56.132,,,,,,,
505#3 2nd,10.121.56.131,,,,,,,
505#4 2nd,10.121.56.126,,,,,,,
505#5 2nd,10.121.55.211,,,,,,,
505#6 2nd,10.121.56.129,,,,,,,
505#7 2nd,10.121.56.124,,,,,,,
505#8 2nd,10.121.54.144,,,,,,,
505#9 2nd,10.121.56.128,,,,,,,
505#10 2nd,10.121.56.127,,,,,,,
505#11 2nd,10.121.56.122,,,,,,,
505#12 2nd,10.121.56.121,,,,,,,
,,,,,,,,
H13F MGIB#1,10.119.159.108,,,,,,,
H13F MGIB#2,10.119.159.109,,,,,,,
H13F MGIB#3,10.119.159.110,,,,,,,
H13F MGIB#4,10.119.159.111,,,,,,,
H13F MGIB#5,10.119.159.38,,,,,,,
H13F PGIB#1 1st,10.119.160.172,,,,,,,
H13F PGIB#2 1st,10.119.160.173,,,,,,,
H13F PGIB#3 1st,10.119.160.174,,,,,,,
H13F PGIB#4 1st,10.119.160.175,,,,,,,
H13F PGIB#5 1st,10.119.160.176,,,,,,,
H13F PGIB#6 1st,10.119.160.177,,,,,,,
H13F PGIB#7 1st,10.119.160.181,,,,,,,
H13F PGIB#8 1st,10.119.160.182,,,,,,,
H13F PGIB#9 1st,10.119.160.179,,,,,,,
H13F PGIB#10 1st,10.119.160.180,,,,,,,
H13F PGIB#11 2nd,,,,,,,,
H13F PGIB#12 2nd,,,,,,,,
H13F PGIB#13 2nd,,,,,,,,
H13F PGIB#14 2nd,,,,,,,,
H13F PGIB#15 2nd,,,,,,,,
H13F PGIB#16 2nd,,,,,,,,
H13F PGIB#17 2nd,,,,,,,,
H13F PGIB#18 2nd,,,,,,,,
H13F PGIB#19 2nd,,,,,,,,
H13F PGIB#20 2nd,,,,,,,,
H24F PGIB#1,10.121.45.149,,,,,,,
H24F PGIB#2,10.121.41.217,,,,,,,
H24F PGIB#3,10.121.44.219,,,,,,,
H24F PGIB#4,10.121.44.122,,,,,,,
H24F PGIB#5,10.121.44.218,,,,,,,
H24F PGIB#6,10.121.45.150,,,,,,,
H24F PGIB#7,10.121.45.151,,,,,,,
H24F MGIB#1,,,,,,,,
H24F MGIB#2,10.121.44.178,,,,,,,
H24F MGIB#3,10.121.45.244,,,,,,,
H24F MGIB#4,10.121.41.186,,,,,,,
H24F MGIB#5,10.121.42.83,,,,,,,
H25F GIB#501-1,10.121.53.155,,,,,,,
H25F GIB#501-2,10.121.53.156,,,,,,,
H25F GIB#502-1,10.121.54.172,,,,,,,
H25F GIB#502-2,10.121.54.173,,,,,,,
H25F GIB#502-3,10.121.54.174,,,,,,,
H25F GIB#502-4,10.121.54.175,,,,,,,
H25F GIB#503-1,10.121.54.73,,,,,,,
H25F GIB#503-2,10.121.54.74,,,,,,,
H25F GIB#504-1,10.121.54.90,,,,,,,
H25F GIB#504-2,10.121.54.91,,,,,,,
H25F GIB#504-3,10.121.54.92,,,,,,,
H25F GIB#504-4,10.121.54.93,,,,,,,
X1080#1,10.121.45.199,,,,,,,
X1080#2,10.121.45.200,,,,,,,
X1080#3,10.121.45.201,,,,,,,
X1080#4,10.121.45.194,,,,,,,
,,,,,,,,
POCB 1 PC1,10.121.45.33,,,,,,10.121.45.33,
POCB 1 PC2,10.121.45.34,,,,,,10.121.45.34,
POCB 1 PC3,10.121.45.35,,,,,,10.121.45.35,
POCB 1 PC4,10.121.45.44,,,,,,10.121.45.44,
POCB 2 PC1,10.121.45.46,,,,,,10.121.45.46,
POCB 2 PC2,10.121.45.52,,,,,,10.121.45.52,
POCB 2 PC3,10.121.45.65,,,,,,10.121.45.65,
POCB 2 PC4,10.121.45.67,,,,,,10.121.45.67,
POCB 3 PC1,10.121.45.68,,,,POCB 4 PC1,PC,10.121.45.68,
POCB 3 PC2,10.121.45.80,,,,POCB 5 PC1,,10.121.45.80,
POCB 3 PC3,10.121.45.86,,,,POCB 6 PC1,,10.121.45.86,
POCB 3 PC4,10.121.45.88,,,,POCB 7 PC1,,10.121.45.88,
POCB 4 PC1,10.121.45.89,,,,POCB 8 PC1,,10.121.45.89,
POCB 4 PC2,10.121.45.92,,,,POCB 9 PC1,,10.121.45.92,
POCB 4 PC3,10.121.45.93,,,,POCB 10 PC1,,10.121.45.93,
POCB 4 PC4,10.121.45.94,,,,POCB 11 PC1,,10.121.45.94,
POCB 5 PC1,10.121.45.95,,,,POCB 12 PC1,,10.121.45.95,
POCB 5 PC2,10.121.45.96,,,,,,10.121.45.96,
POCB 5 PC3,10.121.45.97,,,,,,10.121.45.97,
POCB 5 PC4,,,,,,,,
POCB 6 PC1,10.121.45.98,,,,,,10.121.45.98,
POCB 6 PC2,10.121.45.99,,,,,,10.121.45.99,
POCB 6 PC3,10.121.45.100,,,,,,10.121.45.100,
POCB 6 PC4,10.121.45.101,,,,,,10.121.45.101,
POCB 7 PC1,10.121.45.102,,,,,,10.121.45.102,
POCB 7 PC2,10.121.45.104,,,,,,10.121.45.104,
POCB 7 PC3,10.121.45.105,,,,,,10.121.45.105,
POCB 7 PC4,10.121.45.106,,,,,,10.121.45.106,
POCB 8 PC1,10.121.45.107,,,,,,10.121.45.107,
POCB 8 PC2,10.121.45.108,,,,,,10.121.45.108,
POCB 8 PC3,10.121.45.109,,,,,,10.121.45.109,
POCB 8 PC4,10.121.45.110,,,,,,10.121.45.110,
POCB 9 PC1,10.121.45.111,,,,,,10.121.45.111,
POCB 9 PC2,10.121.45.112,,,,,,10.121.45.112,
POCB 9 PC3,10.121.45.113,,,,,,10.121.45.113,
POCB 9 PC4,10.121.45.114,,,,,,10.121.45.114,
POCB 10 PC1,10.121.45.117,,,,,,10.121.45.117,
POCB 10 PC2,10.121.45.121,,,,,,10.121.45.121,
POCB 10 PC3,10.121.45.122,,,,,,10.121.45.122,
POCB 10 PC4,10.121.45.123,,,,,,10.121.45.123,
POCB 11 PC1,10.121.45.124,,,,,,10.121.45.124,
POCB 11 PC2,10.121.45.125,,,,,,10.121.45.125,
POCB 11 PC3,10.121.45.126,,,,,,10.121.45.126,
POCB 11 PC4,10.121.45.127,,,,,,10.121.45.127,
POCB 12 PC1,10.121.45.128,,,,,,10.121.45.128,
POCB 12 PC2,10.121.45.129,,,,,,10.121.45.129,
POCB 12 PC3,10.121.45.130,,,,,,10.121.45.130,
POCB 12 PC4,,,,,,,,
,,,,,,,,
 h24f PGIB,10.121.45.150,,,,,,,
 h24f PGIB,10.121.45.151,,,,,,,
h24f MGIB,10.121.44.84,,,,,,,
h24f MGIB,10.121.44.85,,,,,,,
 h24f PGIB,10.121.43.31,,,,,,,
 h24f PGIB,10.121.43.52,,,,,,,
 h24f PGIB,10.121.43.46,,,,,,,
 h24f PGIB,10.121.43.149,,,,,,,
 h24f PGIB,10.121.43.162,,,,,,,
 h24f PGIB,10.121.42.239,,,,,,,
